985 Oliver Street Victoria BC V8S 4W6 Canada, 48.42018, -123.31292
642 Niagara Street Victoria BC V8V 1J2 Canada, 48.41157, -123.37074
509 Langvista Drive Victoria BC V9B Canada, 48.46069, -123.48353
858 Bear Mountain Parkway Victoria BC V9B Canada, 48.47027, -123.50916
3393 Haida Drive Victoria BC V9C Canada, 48.41789, -123.50747
4260 Kincaid Street Victoria BC V8X 4R3 Canada, 48.48332, -123.38306
200 Irving Road Victoria BC V8S 3Z9 Canada, 48.41236, -123.32897
990 Moss Ridge Close Victoria BC V9C 4M8 Canada, 48.40655, -123.53294
Holgate Lane Victoria BC V9C 1Y3 Canada, 48.42143, -123.47688
3840 Epsom Drive Victoria BC V8P Canada, 48.46400, -123.34456
1936 Richardson Street Victoria BC V8S 1S4 Canada, 48.42026, -123.32481
3833 Cumberland Road Victoria BC V8P Canada, 48.46288, -123.35545
260 Douglas Street Victoria BC V8V Canada, 48.41453, -123.36687
4562 Cordova Bay Road Victoria BC V8X 3V5 Canada, 48.50249, -123.34411
2006 Hawkins Place Victoria BC V9B 0E3 Canada, 48.47787, -123.51290
894 Denford Crescent Victoria BC V8X 4N1 Canada, 48.48467, -123.37433
4030 Century Road Victoria BC V8X 2E5 Canada, 48.47230, -123.35534
1769 Haultain Street Victoria BC V8R Canada, 48.43596, -123.33021
1648 Wilmot Place Victoria BC V8R 5S4 Canada, 48.42920, -123.31668
100 Saghalie Road Victoria BC V9A 0A1 Canada, 48.42827, -123.37922
1474 Ryan Street Victoria BC V8R 2X1 Canada, 48.44009, -123.33973
978 Tattersall Drive Victoria BC V8X 2W9 Canada, 48.45724, -123.36421
3476 Plymouth Road Victoria BC V8P 4X4 Canada, 48.45477, -123.31958
4012 Bow Road Victoria BC V8N 3B2 Canada, 48.47331, -123.34115
1238 Saint Patrick Street Victoria BC V8S 4Y3 Canada, 48.42365, -123.31167
3934 Cedar Hill Cross Road Victoria BC V8P Canada, 48.46652, -123.34920
601 Gorge Road East Victoria BC V8T Canada, 48.43948, -123.37037
505 Springfield Street Victoria BC V9A Canada, 48.43190, -123.38779
6535 Central Saanich Road Victoria BC V8Z 5T9 Canada, 48.55981, -123.40349
50 Songhees Road Victoria BC V9A Canada, 48.42668, -123.37592
4589 Scarborough Road Victoria BC V8Z 5N5 Canada, 48.50280, -123.40536
934 Boulderwood Rise Victoria BC V8Y 3G5 Canada, 48.50453, -123.37336
19 Dallas Road Victoria BC V8V 5A6 Canada, 48.42289, -123.38481
199 Petworth Drive Victoria BC V9E 1J4 Canada, 48.50924, -123.45341
1040 Sutlej Street Victoria BC V8V Canada, 48.41470, -123.35761
822 Cuaulta Crescent Victoria BC V9C Canada, 48.42659, -123.51042
1421 Yale Street Victoria BC V8S 4R3 Canada, 48.42618, -123.31789
947 Carolwood Drive Victoria BC V8X Canada, 48.49586, -123.37102
916 Gade Road Victoria BC V9B 4Z6 Canada, 48.46322, -123.51110
2850 Aldwynd Road Victoria BC V9B Canada, 48.44499, -123.49576
974 Wild Blossom Court Victoria BC V9C 4M8 Canada, 48.40820, -123.53565
1063 Valewood Trail Victoria BC V8X 5G7 Canada, 48.48655, -123.37090
4009 Carey Road Victoria BC V8Z 4E6 Canada, 48.46709, -123.39286
2967 Burlington Crescent Victoria BC V9B 0K6 Canada, 48.45389, -123.54476
365 Waterfront Crescent Victoria BC V8T 0A7 Canada, 48.44193, -123.37845
611 David Street Victoria BC V8T Canada, 48.43844, -123.36948
1228 Mariposa Avenue Victoria BC V8Z Canada, 48.47678, -123.41220
1440 Mount Douglas Cross Road Victoria BC V8X Canada, 48.47789, -123.34727
3621 Kathleen Street Victoria BC V8P Canada, 48.45867, -123.35645
778 Hockley Avenue Victoria BC V9B Canada, 48.44724, -123.50060
725 Suffolk Street Victoria BC V9A 3J5 Canada, 48.43179, -123.39256
659 Kestrel Ridge Victoria BC V9B 6C3 Canada, 48.47075, -123.49534
687 Strandlund Avenue Victoria BC V9B Canada, 48.45647, -123.49564
765 Martlet Road Victoria BC V9B 6G1 Canada, 48.52666, -123.51783
1673 Warren Gardens Victoria BC V8S 1S9 Canada, 48.41808, -123.33367
1033 Belmont Avenue Victoria BC V8S Canada, 48.42477, -123.33788
6669 Central Saanich Road Victoria BC V8Z Canada, 48.56359, -123.40353
875 Walfred Road Victoria BC V9C Canada, 48.42412, -123.51529
3349 Happy Valley Road Victoria BC V9C Canada, 48.42625, -123.53087
1640 Cedar Hill Cross Road Victoria BC V8P 4H1 Canada, 48.46079, -123.33117
3789 Quadra Street Victoria BC V8X 1H7 Canada, 48.46077, -123.36034
561 Boblaw Place Victoria BC V9C 3Z1 Canada, 48.35845, -123.54550
1451 Bay Street Victoria BC V8R 2A8 Canada, 48.43415, -123.34102
22 Erskine Lane Victoria BC V8Z 1R7 Canada, 48.46571, -123.43833
3349 Happy Valley Road Victoria BC V9C Canada, 48.42625, -123.53087
350 Berwick Street Victoria BC V8V Canada, 48.41473, -123.37899
3064 Doncaster Drive Victoria BC V8T 2N6 Canada, 48.44685, -123.34065
2690 Silverstone Way Victoria BC V9B 6A6 Canada, 48.45093, -123.47740
Victoria BC Canada, 48.42842, -123.36564
3046 Arado Court Victoria BC V9B 0K9 Canada, 48.44059, -123.53339
3351 Hatley Drive Victoria BC V9C 1W3 Canada, 48.41767, -123.48041
Victoria BC Canada, 48.42842, -123.36564
Trillium Road Victoria BC V9B 4G3 Canada, 48.44482, -123.52538
365 Waterfront Crescent Victoria BC V8T 0A7 Canada, 48.44193, -123.37845
2345 Cedar Hill Cross Road Victoria BC V8P 5M8 Canada, 48.45710, -123.31025
3321 Piper Road Victoria BC V9C Canada, 48.42572, -123.53484
3400 Mayfair Drive Victoria BC V8P 1R2 Canada, 48.45425, -123.32394
1221 Freshwater Crescent Victoria BC V9B 0L9 Canada, 48.44439, -123.53163
781 Piedmont Drive Victoria BC V8Y 1L8 Canada, 48.52285, -123.38150
8 Craigflower Road Victoria BC V9A 2X6 Canada, 48.44147, -123.40088
1241 Santa Rosa Avenue Victoria BC V8Z 2V6 Canada, 48.47530, -123.41391
788 Humboldt Street Victoria BC V8W 1B1 Canada, 48.42084, -123.36398
2201 Arbutus Cove Lane Victoria BC V8N 6L6 Canada, 48.48059, -123.30610
Turnstone Drive Victoria BC V9C Canada, 48.42328, -123.52970
1426 Merritt Place Victoria BC V8P 5H6 Canada, 48.44859, -123.34932
2610 Cook Street Victoria BC V8T Canada, 48.43887, -123.35210
887 Klahanie Drive Victoria BC V9C 3X2 Canada, 48.41191, -123.52232
2283 Millstream Road Victoria BC V9B 6H2 Canada, 48.46626, -123.50130
3204 Doncaster Drive Victoria BC V8P 3V4 Canada, 48.44839, -123.34155
3131 Cedar Hill Road Victoria BC V8T 3J5 Canada, 48.44782, -123.34427
17 Cadillac Avenue Victoria BC V8Z Canada, 48.45679, -123.37825
2547 Mill Hill Road Victoria BC V9B 4X6 Canada, 48.46049, -123.48552
55 Songhees Road Victoria BC V9A Canada, 48.42633, -123.37818
3877 Holland Avenue Victoria BC V8Z 5K1 Canada, 48.46912, -123.42305
1020 Burnside Road West Victoria BC V8Z Canada, 48.46307, -123.41102
50 Songhees Road Victoria BC V9A Canada, 48.42668, -123.37592
2210 Woodhampton Rise Victoria BC V9B Canada, 48.46970, -123.52679
277 Kerwood Street Victoria BC V9B 1A2 Canada, 48.45193, -123.44125
2532 Fifth Street Victoria BC V8T 4A7 Canada, 48.43579, -123.35679
934 Craigflower Road Victoria BC V9A 2X5 Canada, 48.44088, -123.39926
1450 Dallas Road Victoria BC V8S 1A2 Canada, 48.40722, -123.34789
1476 Thurlow Road Victoria BC V8S Canada, 48.41236, -123.34257
1027 Wurtele Place Victoria BC V9A 4S2 Canada, 48.43761, -123.40509
4810 Sunnygrove Place Victoria BC V8Y Canada, 48.50982, -123.36158
893 Victoria Avenue Victoria BC V8S Canada, 48.41913, -123.31787
2654 Selwyn Road Victoria BC V9B 3L5 Canada, 48.45283, -123.48626
981 Fir Tree Glen Victoria BC V8X Canada, 48.49308, -123.37505
2850 Aldwynd Road Victoria BC V9B Canada, 48.44499, -123.49576
555 Niagara Street Victoria BC V8V Canada, 48.41271, -123.37360
2701 Peatt Road Victoria BC V9B Canada, 48.45298, -123.49850
1275 Knockan Drive Victoria BC V8Z 7B8 Canada, 48.47142, -123.41652
943 Byng Street Victoria BC V8S Canada, 48.41944, -123.30597
3219 Loledo Place Victoria BC V9C 3W6 Canada, 48.42681, -123.54346
Citadel Place Victoria BC V9C 0G1 Canada, 48.40291, -123.50191
1644 Hillside Avenue Victoria BC V8T Canada, 48.44509, -123.33480
Bryn Maur Road Victoria BC V9B Canada, 48.44789, -123.49904
3285 Piper Road Victoria BC V9C Canada, 48.42572, -123.53484
1021 Springboard Road Victoria BC V9B 3E2 Canada, 48.45504, -123.51068
1233 Tall Tree Place Victoria BC V8Z Canada, 48.46748, -123.41774
2170 Nicklaus Drive Victoria BC V9B 6T3 Canada, 48.47150, -123.52912
138 Cadillac Avenue Victoria BC V8Z 1T7 Canada, 48.45837, -123.38384
2404 Setchfield Avenue Victoria BC V9B Canada, 48.46396, -123.50674
344 Irving Road Victoria BC V8S 4A2 Canada, 48.41506, -123.32899
652 Granrose Terrace Victoria BC V9C Canada, 48.41169, -123.50997
3293 Piper Road Victoria BC V9C Canada, 48.42572, -123.53484
4420 Tremblay Drive Victoria BC V8N Canada, 48.48870, -123.32123
812 Batting Place Victoria BC V9C Canada, 48.41888, -123.51467
370 Obed Avenue Victoria BC V9A 1K3 Canada, 48.45115, -123.39986
1082 Colville Road Victoria BC V9A 4P7 Canada, 48.43871, -123.40701
1301 Rockhampton Close Victoria BC V9B Canada, 48.47016, -123.52769
772 Hockley Avenue Victoria BC V9B Canada, 48.44699, -123.49970
500 Oswego Street Victoria BC V8V 4Z2 Canada, 48.42034, -123.37561
2850 Aldwynd Road Victoria BC V9B Canada, 48.44499, -123.49576
2750 Herbate Road Victoria BC V9B 6J7 Canada, 48.48402, -123.48031
783 Cuaulta Crescent Victoria BC V9C Canada, 48.42508, -123.51013
530 Marsett Place Victoria BC V8Z 7J1 Canada, 48.50428, -123.38784
2930 Qu'Appelle Street Victoria BC V9A Canada, 48.44510, -123.39200
20 Newcastle Court Victoria BC V9B 6V5 Canada, 48.45839, -123.46824
1520 York Place Victoria BC V8R 5X1 Canada, 48.42651, -123.31112
441 Pelican Drive Victoria BC V9C Canada, 48.40162, -123.50289
453 Head Street Victoria BC V9A 5S1 Canada, 48.42670, -123.39879
850 Parklands Drive Victoria BC V9A 4L5 Canada, 48.44047, -123.42390
617 Simcoe Street Victoria BC V8V Canada, 48.41364, -123.37027
3565 Upper Terrace Road Victoria BC V8R 6E7 Canada, 48.45386, -123.30267
Victoria BC Canada, 48.42842, -123.36564
388 Sunset Avenue Victoria BC V8S Canada, 48.41259, -123.31812
1157 Heald Avenue Victoria BC V9A 5J7 Canada, 48.42706, -123.41276
419 Pelican Drive Victoria BC V9C Canada, 48.40017, -123.50061
3317 Piper Road Victoria BC V9C Canada, 48.42572, -123.53484
3960 Helen Road Victoria BC V8Z 5C6 Canada, 48.47391, -123.41457
3924 Sandell Place Victoria BC V8N Canada, 48.47319, -123.31092
3984 Medway Street Victoria BC V8N Canada, 48.45427, -123.26829
2396 Chilco Road Victoria BC V9B 6V5 Canada, 48.45656, -123.47191
3948 Interurban Road Victoria BC V8Z Canada, 48.46515, -123.39955
3944 Interurban Road Victoria BC V8Z Canada, 48.46508, -123.39933
Falcon Heights Road Victoria BC V9B 6H6 Canada, 48.49171, -123.54802
770 Fisgard Street Victoria BC V8W 0B8 Canada, 48.42998, -123.36394
2548 Dunlevy Street Victoria BC V8R 5Z2 Canada, 48.43787, -123.30682
213 Robertson Street Victoria BC V8S 3X5 Canada, 48.41232, -123.33161
2931 Gosworth Road Victoria BC V8T 3C8 Canada, 48.44616, -123.34409
4845 Sea Ridge Drive Victoria BC V8Y Canada, 48.50846, -123.36801
574 Pacific Ridge Victoria BC V9B 6P9 Canada, 48.46045, -123.48156
2005 Hawkins Place Victoria BC V9B 0E3 Canada, 48.47803, -123.51299
1007 Scottswood Lane Victoria BC V8Y 2T9 Canada, 48.50333, -123.36440
5255 Parker Avenue Victoria BC V8Y Canada, 48.52796, -123.36690
3952 Larchwood Drive Saanich BC V8N Canada, 48.47051, -123.32519
1145 Bute Street Victoria BC V8Z 1L9 Canada, 48.46341, -123.41588
1400 Lynburne Place Victoria BC V9B 0A4 Canada, 48.47721, -123.53442
3493 Sunheights Drive Victoria BC V9C 3P7 Canada, 48.41747, -123.51574
498 Leaside Avenue Victoria BC V8Z Canada, 48.47930, -123.39647
630 Seaforth Street Victoria BC V9A Canada, 48.42949, -123.38993
4280 Quadra Street Victoria BC V8X Canada, 48.48483, -123.38158
1579 Montgomery Avenue Victoria BC V8S Canada, 48.41987, -123.33461
953 Bay Street Victoria BC V8T 1R6 Canada, 48.43511, -123.35515
2854 Hagel Road Victoria BC V9B 2J5 Canada, 48.44253, -123.49421
1204 Fairfield Road Victoria BC V8V 3B2 Canada, 48.41690, -123.35183
1151 Bute Street Victoria BC V8Z 1L9 Canada, 48.46346, -123.41589
24 Falstaff Place Victoria BC V9A 7A5 Canada, 48.45042, -123.43021
6280 Springlea Road Victoria BC V8Z Canada, 48.55210, -123.39717
1243 Glyn Road Victoria BC V8Z 3A4 Canada, 48.48583, -123.40768
890 Admirals Road Victoria BC V9A 2P1 Canada, 48.43888, -123.42379
925 Alton Lane Victoria BC V9B Canada, 48.47168, -123.51230
50 Songhees Road Victoria BC V9A Canada, 48.42668, -123.37592
3 Jedburgh Road Victoria BC V9B 1S8 Canada, 48.45726, -123.43961
2653 Sooke Road Victoria BC V9B 1Y4 Canada, 48.43273, -123.52083
1177 Deerview Place Victoria BC V9B 0B3 Canada, 48.47314, -123.52279
949 Starling Place Victoria BC V9C 0B4 Canada, 48.42302, -123.52951
727 Johnson Street Victoria BC V8W Canada, 48.42706, -123.36341
220 Obed Avenue Victoria BC V9A 1J6 Canada, 48.44869, -123.39532
Haagensen Court Victoria BC V9B 6V5 Canada, 48.45770, -123.47152
21 Dallas Road Victoria BC V8V 4Z9 Canada, 48.42205, -123.38454
1470 Ryan Street Victoria BC V8R 2X1 Canada, 48.44009, -123.33973
2460 Cotswold Road Victoria BC V8R Canada, 48.44718, -123.30723
5177 Lochside Drive Victoria BC V8Y Canada, 48.52500, -123.37255
Turnstone Drive Victoria BC V9C Canada, 48.42328, -123.52970
2595 Lansdowne Road Victoria BC V8R 3P2 Canada, 48.44502, -123.30540
752 Millington Place Victoria BC V9B 0E3 Canada, 48.47914, -123.51363
516 Victoria Avenue Victoria BC V8S Canada, 48.41435, -123.31818
4533 Cheeseman Road Victoria BC V8Z 5M9 Canada, 48.50110, -123.39714
Victoria BC Canada, 48.42842, -123.36564
2648 Cedar Hill Road Victoria BC V8T 3H2 Canada, 48.43759, -123.34629
960 Gade Road Victoria BC V9B 0G8 Canada, 48.46505, -123.51282
4110 Hawkes Avenue Victoria BC V8Z Canada, 48.47490, -123.38598
1880 Chandler Avenue Victoria BC V8S 1N8 Canada, 48.41681, -123.32881
23 Carly Lane Victoria BC V9B 0A2 Canada, 48.45767, -123.46939
1220 Roslyn Road Victoria BC V8S 4R6 Canada, 48.42350, -123.31754
3975 South Valley Drive Victoria BC V8Z 5A3 Canada, 48.47187, -123.41111
934 Craigflower Road Victoria BC V9A 2X5 Canada, 48.44088, -123.39926
4073 Blackberry Lane Victoria BC V8X 5J5 Canada, 48.47140, -123.38102
614 Granrose Terrace Victoria BC V9C Canada, 48.41130, -123.50879
36 Bamford Court Victoria BC V9B 6V5 Canada, 48.45734, -123.47278
192 Goward Road Victoria BC V9E 2H8 Canada, 48.51873, -123.43241
5191 Santa Clara Avenue Victoria BC V8Y Canada, 48.52616, -123.38402
3335 Merlin Road Victoria BC V9C 0H3 Canada, 48.42681, -123.53342
3250 Exeter Road Victoria BC V8R Canada, 48.44807, -123.29635
2 Craigflower Road Victoria BC V9A 2X6 Canada, 48.44133, -123.40053
2003 Hawkins Place Victoria BC V9B 0E3 Canada, 48.47791, -123.51288
2657 Wilfert Road Victoria BC V9B 6M3 Canada, 48.44723, -123.46836
2871 Jacklin Road Victoria BC V9B 5R8 Canada, 48.44702, -123.50748
584 Kingsview Ridge Victoria BC V9B 6T5 Canada, 48.46004, -123.48136
415 Dunedin Street Victoria BC V8T Canada, 48.44091, -123.37587
40 Bamford Court Victoria BC V9B 6V5 Canada, 48.45734, -123.47278
1231 Beach Drive Victoria BC V8S 2N3 Canada, 48.42161, -123.30008
1400 Lynburne Place Victoria BC V9B 0A4 Canada, 48.47721, -123.53442
Victoria BC Canada, 48.42842, -123.36564
2597 Vista Bay Road Victoria BC V8P 3E8 Canada, 48.45703, -123.30083
4500 Sarah Owen Place Victoria BC V9E 2B6 Canada, 48.50121, -123.43544
5510 Alderley Road Victoria BC V8Y 1Y1 Canada, 48.53873, -123.38672
939 Firehall Creek Road Victoria BC V9C 0A3 Canada, 48.43159, -123.52359
610 Manchester Road Victoria BC V8T Canada, 48.44243, -123.37209
2138 Stone Gate Victoria BC V9B Canada, 48.47249, -123.51226
2667 Empire Street Victoria BC V8T 3M5 Canada, 48.43841, -123.35059
964 Milner Avenue Victoria BC V8X 3N4 Canada, 48.47768, -123.37070
2518 Mill Hill Road Victoria BC V9B Canada, 48.45806, -123.48559
3214 Henderson Road Victoria BC V8P 5A3 Canada, 48.44825, -123.31749
Victoria BC Canada, 48.42842, -123.36564
745 Grousewood Place Victoria BC V9C Canada, 48.42755, -123.50835
4237 Denrob Place Victoria BC V8X 4V2 Canada, 48.48316, -123.37646
5075 Patricia Bay Highway Victoria BC V8Y 1W1 Canada, 48.51816, -123.38499
4370 Interurban Road Victoria BC V9E Canada, 48.48930, -123.41841
438 Queen Anne Heights Victoria BC V8S 4K6 Canada, 48.41674, -123.32458
3375 Upper Terrace Road Victoria BC V8R Canada, 48.44962, -123.30337
970 Tolmie Avenue Victoria BC V8X 3W7 Canada, 48.44865, -123.36488
1237 Beach Drive Victoria BC V8S 2N3 Canada, 48.42199, -123.30111
1046 North Park Street Victoria BC V8T 1C6 Canada, 48.42966, -123.35377
2086 Kendal Avenue Victoria BC V8P Canada, 48.45295, -123.31805
3830 Jennifer Road Victoria BC V8P Canada, 48.46319, -123.34180
Victoria BC Canada, 48.42842, -123.36564
945 McClure Street Victoria BC V8V 3E7 Canada, 48.42051, -123.35863
301 Nursery Hill Drive Victoria BC V9B Canada, 48.46082, -123.46390
2007 Troon Court Victoria BC V9B 6R6 Canada, 48.47779, -123.52653
4014 White Rock Street Victoria BC V8N Canada, 48.45443, -123.26642
3315 Cadboro Bay Road Victoria BC V8R 5K5 Canada, 48.44979, -123.30856
830 Hackamore Drive Victoria BC V9C 4A3 Canada, 48.39403, -123.53357
339 King George Terrace Victoria BC V8S 2K2 Canada, 48.41102, -123.31839
1521 Arrow Road Victoria BC V8N 1C3 Canada, 48.47042, -123.34126
3721 Grange Road Victoria BC V8Z 4S9 Canada, 48.46158, -123.41183
1475 Millstream Road Victoria BC V9B 6G1 Canada, 48.51597, -123.51910
284 Belmont Road Victoria BC V9C Canada, 48.43974, -123.46613
2786 Ronald Road Victoria BC V9B 2L6 Canada, 48.43301, -123.53219
1124 Timber View Victoria BC V9B 0B5 Canada, 48.47386, -123.52121
3573 Richmond Road Victoria BC V8P 4P9 Canada, 48.45703, -123.32858
Citadel Place Victoria BC V9C 0G1 Canada, 48.40291, -123.50191
2900 Douglas Street Victoria BC V8T 4N4 Canada, 48.44191, -123.36906
3294 Galloway Road Victoria BC V9C 2S7 Canada, 48.42215, -123.49770
2345 Cedar Hill Cross Road Victoria BC V8P 5M8 Canada, 48.45710, -123.31025
Heatherdale Lane Victoria BC V8Z 0A4 Canada, 48.49799, -123.38954
3181 Kingsley Street Victoria BC V8P 4J4 Canada, 48.44773, -123.33155
476 Dupplin Road Victoria BC V8Z 1B8 Canada, 48.44776, -123.37712
152 Sims Avenue Victoria BC V8Z 1K2 Canada, 48.45604, -123.38548
919 Pemberton Road Victoria BC V8S Canada, 48.42312, -123.34061
4862 Sea Ridge Drive Victoria BC V8Y Canada, 48.50931, -123.36976
2742 Cornerstone Terrace Victoria BC V9B 5V1 Canada, 48.44951, -123.48923
2650 Bowker Avenue Victoria BC V8R Canada, 48.43239, -123.30756
4162 Oakridge Crescent Victoria BC V8Z Canada, 48.47896, -123.39929
2377 Swallow Place Victoria BC V9B 5X4 Canada, 48.46867, -123.50397
106 Aldersmith Place Victoria BC V9A Canada, 48.44833, -123.42765
Sooke Road Victoria BC Canada, 48.42518, -123.54918
1127 Wychbury Avenue Victoria BC V9A 5K9 Canada, 48.42561, -123.41003
3155 Beach Drive Victoria BC V8R 6L7 Canada, 48.44496, -123.29341
2227 Woodhampton Rise Victoria BC V9B Canada, 48.46969, -123.52683
2252 Players Drive Victoria BC V9B 0L2 Canada, 48.46948, -123.52210
803 Cuaulta Crescent Victoria BC V9C Canada, 48.42605, -123.50983
4963 Haliburton Terrace Victoria BC V8Y 3K5 Canada, 48.51500, -123.38157
1161 Chapman Street Victoria BC V8V Canada, 48.41274, -123.35459
1020 Laburnum Road Victoria BC V8Z Canada, 48.46381, -123.40982
2075 Hedgestone Lane Victoria BC V9B 6R3 Canada, 48.47532, -123.52795
970 Wild Ridge Way Victoria BC V9C 4M8 Canada, 48.40878, -123.53536
1136 Timber View Victoria BC V9B 0B5 Canada, 48.47365, -123.52164
915 Glen Vale Road Victoria BC V9A 6N1 Canada, 48.44815, -123.41364
707 Courtney Street Victoria BC V8W 1C3 Canada, 48.42298, -123.36563
Victoria BC Canada, 48.42842, -123.36564
3263 Henderson Road Victoria BC V8P Canada, 48.44938, -123.31682
970 Topaz Avenue Victoria BC V8T Canada, 48.44231, -123.36141
3045 Uplands Road Victoria BC V8R 6B4 Canada, 48.44439, -123.30953
68 Songhees Road Victoria BC V9A 0A3 Canada, 48.42700, -123.38020
515 Falkland Road Victoria BC V8S Canada, 48.41422, -123.32015
2490 Cadboro Heights Lane Victoria BC V8N 4B9 Canada, 48.46282, -123.30062
4533 Morland Road Victoria BC V9C Canada, 48.38000, -123.54376
5177 Agate Lane Victoria BC V8Y Canada, 48.52462, -123.36703
Victoria BC Canada, 48.42842, -123.36564
1022 Oliphant Avenue Victoria BC V8V Canada, 48.41398, -123.35828
791 Goldstream Avenue Victoria BC V9B 2X5 Canada, 48.44912, -123.49998
805 Cuaulta Crescent Victoria BC V9C Canada, 48.42607, -123.51006
2615 Sooke Road Victoria BC V9B 1Y2 Canada, 48.43351, -123.51769
2950 Orillia Street Victoria BC V9A 1Y5 Canada, 48.44818, -123.39655
3305 Browning Street Victoria BC V8P Canada, 48.45118, -123.33406
2271 Millstream Road Victoria BC V9B 6H2 Canada, 48.46767, -123.50148
396 Pelican Drive Victoria BC V9C Canada, 48.39911, -123.49898
1446 Dallas Road Victoria BC V8S 1A2 Canada, 48.40719, -123.34793
Victoria BC Canada, 48.42842, -123.36564
3181 Glen Lake Road Victoria BC V9B Canada, 48.43542, -123.52546
707 Courtney Street Victoria BC V8W 1C3 Canada, 48.42298, -123.36563
2120 Harrow Gate Victoria BC V9B 0B9 Canada, 48.47113, -123.51284
5611 Batu Road Victoria BC V8Z Canada, 48.53982, -123.39795
1731 Albert Avenue Victoria BC V8R Canada, 48.43301, -123.33229
21 Dallas Road Victoria BC V8V 4Z9 Canada, 48.42205, -123.38454
